-0.1954536656804721+0i,-0.0645437748053712-0.1789508201082011i,-0.0645437748053712+0.1789508201082011i,-0.1352010041754483+0.1024761110926401i,-0.1352010041754483-0.1024761110926401i,-0.09871548991400449-0.09360909888007818i,-0.09871548991400449+0.09360909888007818i,-0.07537517537677869+0.07343491108190363i,-0.07537517537677869-0.07343491108190363i,-0.04127472369784452-0.08204169155103493i,-0.04127472369784452+0.08204169155103493i,-0.09421150421802259+0.01882227609932743i,-0.09421150421802259-0.01882227609932743i,-0.3883927048057082+0i,-0.3785867969790536+0i,0.01705818834242363+0.1153667812653107i,0.01705818834242363-0.1153667812653107i,-0.1291100296630835+0.03110097011100009i,-0.1291100296630835-0.03110097011100009i,-0.04901557909969384-0.1308664199194133i,-0.04901557909969384+0.1308664199194133i,0.1632502771144147+0.000933439247186566i,0.1632502771144147-0.000933439247186566i,0.1511010092925504+0i
-0.01941361589561419+0i,-0.02254276552539454-0.01614129760011728i,-0.02254276552539454+0.01614129760011728i,0.006955562724997282+0.04547226231061031i,0.006955562724997282-0.04547226231061031i,-0.04422608098123976+0.04049746436127988i,-0.04422608098123976-0.04049746436127988i,0.05962851201544981+0.02686877353573588i,0.05962851201544981-0.02686877353573588i,-0.01370069243928373+0.06239127116501737i,-0.01370069243928373-0.06239127116501737i,0.06049675223691931+0.009599942022374989i,0.06049675223691931-0.009599942022374989i,0.06158689224386058+0i,0.1013829610175062+0i,0.001400458383054622-0.06941324110672903i,0.001400458383054622+0.06941324110672903i,0.06995979542255749-0.0189590273787939i,0.06995979542255749+0.0189590273787939i,0.0310372112207681+0.05460498779482117i,0.0310372112207681-0.05460498779482117i,-0.06232768317391518+0.003365591007644439i,-0.06232768317391518-0.003365591007644439i,-0.05299368062194398+0i
-0.2961572130506484+0i,-0.05191231124261512-0.2865902802729236i,-0.05191231124261512+0.2865902802729236i,-0.2693975732395343+0.07589283090424893i,-0.2693975732395343-0.07589283090424893i,-0.07046805682638636-0.2718365515530642i,-0.07046805682638636+0.2718365515530642i,-0.2968801376492482+0.06782725914505165i,-0.2968801376492482-0.06782725914505165i,-0.06124645826930965-0.3260816725968304i,-0.06124645826930965+0.3260816725968304i,-0.3291454791710489+0.06322095771958415i,-0.3291454791710489-0.06322095771958415i,-0.8500960227597225+0i,-0.9179621355731125+0i,0.08422633190442892+0.3370191373703119i,0.08422633190442892-0.3370191373703119i,-0.3361668170506795+0.1086914962023301i,-0.3361668170506795-0.1086914962023301i,-0.1358249460632759-0.3330149694543224i,-0.1358249460632759+0.3330149694543224i,0.421338326741704+0i,0.421338326741704-0i,0.3747529364044485+0i
-0.08387029846821717+0i,-0.05700267081409022-0.06059505082223018i,-0.05700267081409022+0.06059505082223018i,-0.003921442727601386+0.07735091458499031i,-0.003921442727601386-0.07735091458499031i,-0.05163990041906466+0.0372143169934214i,-0.05163990041906466-0.0372143169934214i,0.04802637197381192+0.02065979609721121i,0.04802637197381192-0.02065979609721121i,0.0082188108599437+0.04306587852319102i,0.0082188108599437-0.04306587852319102i,0.0155548004288119-0.02670633525798175i,0.0155548004288119+0.02670633525798175i,-0.03463843272926868+0i,-0.004327493279590327+0i,-0.01255464752616002+0.01096843993110672i,-0.01255464752616002-0.01096843993110672i,-0.007375006820204625+0.01324535865688506i,-0.007375006820204625-0.01324535865688506i,-0.01628727053428094+0.01725542613329865i,-0.01628727053428094-0.01725542613329865i,-0.0265783583723311-0.008020886521329764i,-0.0265783583723311+0.008020886521329764i,-0.02422258137910037+0i
0.2039473955609937+0i,0.1168001127403074+0.1620672704968236i,0.1168001127403074-0.1620672704968236i,0.06208905039845676-0.170716190993913i,0.06208905039845676+0.170716190993913i,0.1466849656265032-0.0196092827910516i,0.1466849656265032+0.0196092827910516i,-0.04555859397558375-0.1038881796396368i,-0.04555859397558375+0.1038881796396368i,0.08822341447989777-0.04035306582678914i,0.08822341447989777+0.04035306582678914i,-0.04615416237763813-0.09010130883188308i,-0.04615416237763813+0.09010130883188308i,0.1353803033283874+0i,0.02309169312888246+0i,-0.09025387510641193+0.08014382359696685i,-0.09025387510641193-0.08014382359696685i,-0.1221237835148791-0.0596684792249598i,-0.1221237835148791+0.0596684792249598i,0.004720525245058353-0.1419626745856195i,0.004720525245058353+0.1419626745856195i,0.1545457799866798+0.01839841677075103i,0.1545457799866798-0.01839841677075103i,0.1511010681638106+0i
0.02025726346214848+0i,0.02741867353675616+0.009794217085130699i,0.02741867353675616-0.009794217085130699i,-0.03267099209396747-0.03686288173248454i,-0.03267099209396747+0.03686288173248454i,-0.004065926186548818-0.06510632946925643i,-0.004065926186548818+0.06510632946925643i,-0.04970459420546446+0.04999986583596704i,-0.04970459420546446-0.04999986583596704i,-0.06532414710639481-0.01690943825974577i,-0.06532414710639481+0.01690943825974577i,0.007651981074859534+0.06408921702455932i,0.007651981074859534-0.06408921702455932i,-0.02146706683689532+0i,-0.006183797858231628+0i,0.06091252243521503-0.03811832510374259i,0.06091252243521503+0.03811832510374259i,0.06754805945307384+0.03067040285663544i,0.06754805945307384-0.03067040285663544i,0.007974859669501778+0.06334149296829285i,0.007974859669501778-0.06334149296829285i,-0.05940368270142034-0.003498573388241392i,-0.05940368270142034+0.003498573388241392i,-0.05299370126909089+0i
0.3090271654307316+0i,0.1351012295281557+0.274396529582313i,0.1351012295281557-0.274396529582313i,0.1982437003209465-0.224757190948182i,0.1982437003209465+0.224757190948182i,0.2782580808132782+0.1260695659450654i,0.2782580808132782-0.1260695659450654i,0.04401006610115712-0.3253106490069424i,0.04401006610115712+0.3253106490069424i,0.3466199378550258-0.05186539464208i,0.3466199378550258+0.05186539464208i,-0.1586750209136475-0.3155151106181597i,-0.1586750209136475+0.3155151106181597i,0.2963141583131405+0i,0.05599059477967273+0i,-0.2441684172174154+0.2639120546875354i,-0.2441684172174154-0.2639120546875354i,-0.3360500419738356-0.1335003046889129i,-0.3360500419738356+0.1335003046889129i,0.001588423920479102-0.3655559870799949i,0.001588423920479102+0.3655559870799949i,0.3991310501929881+0.04520294654502741i,0.3991310501929881-0.04520294654502741i,0.374753082413913+0i
0.08751500708858347+0i,0.0750387152237698+0.04473764382324422i,0.0750387152237698-0.04473764382324422i,-0.04140483053310746-0.07185674893780064i,-0.04140483053310746+0.07185674893780064i,0.003778509412492256-0.06913915016551075i,0.003778509412492256+0.06913915016551075i,-0.03904332394882967+0.04064283211586558i,-0.03904332394882967-0.04064283211586558i,-0.04578348004947236+0.006987073135116859i,-0.04578348004947236-0.006987073135116859i,0.03154423588376106+0.008094910135685354i,0.03154423588376106-0.008094910135685354i,0.01207376315694215+0i,0.000263953068693686+0i,-0.01661356922266701-0.004658622367756777i,-0.01661356922266701+0.004658622367756777i,-0.01445546414312628+0.005638128312716068i,-0.01445546414312628-0.005638128312716068i,-0.0219959177020949+0.009892524988972114i,-0.0219959177020949-0.009892524988972114i,-0.02431699120305212-0.01044957150597715i,-0.02431699120305212+0.01044957150597715i,-0.02422259081658787+0i
-0.2128102331122889+0i,-0.1646928963925943-0.1299431599860233i,-0.1646928963925943+0.1299431599860233i,0.04331661513777192+0.1896297353283897i,0.04331661513777192-0.1896297353283897i,-0.08361727600796491+0.1375681953670516i,-0.08361727600796491-0.1375681953670516i,0.1221040518811469-0.006624178252341423i,0.1221040518811469+0.006624178252341423i,0.0391377248546465+0.09471281702638723i,0.0391377248546465-0.09471281702638723i,0.07808041825493955-0.07268167240316226i,0.07808041825493955+0.07268167240316226i,-0.04718890520473242+0i,-0.001408465101829366+0i,-0.120552859612951-0.03275763485839673i,-0.120552859612951+0.03275763485839673i,-0.05741669916057201-0.1267104962040377i,-0.05741669916057201+0.1267104962040377i,0.05950957949543798-0.1315403991838812i,0.05950957949543798+0.1315403991838812i,0.1444263504100381+0.03400902108741695i,0.1444263504100381-0.03400902108741695i,0.151101127035093+0i
-0.02113757298904865+0i,-0.03051073153028016-0.001978731665946654i,-0.03051073153028016+0.001978731665946654i,0.05080148967584849+0.01418076076307889i,0.05080148967584849-0.01418076076307889i,0.05789132194353248+0.04103950988122278i,0.05789132194353248-0.04103950988122278i,-0.03163192286134444-0.06910343680016437i,-0.03163192286134444+0.06910343680016437i,0.02041166734176857-0.06829431408875362i,0.02041166734176857+0.06829431408875362i,-0.06277371504223198+0.02617401625598639i,-0.06277371504223198-0.02617401625598639i,0.00748267921613894+0i,0.0003771773438819429+0i,0.06752892761286942+0.0311577041130581i,0.06752892761286942-0.0311577041130581i,0.03327927040559518+0.06824483921298036i,0.03327927040559518-0.06824483921298036i,-0.01708120849667605+0.06260221651420174i,-0.01708120849667605-0.06260221651420174i,-0.05589737970961874-0.009687252512535572i,-0.05589737970961874+0.009687252512535572i,-0.05299372191624593+0i
